	sample1	sample2	sample3	sample4
TMEM52	240	87	67	255
CFAP74	4	8	10	3
LOC107984872	0	0	0	1
LOC105378589	26	0	1	17
GABRD	29	1	1	17
LOC105378590	9	3	0	11
PRKCZ	763	849	558	766
PRKCZ-DT	1	5	7	6
PRKCZ-AS1	38	72	83	46
FAAP20	748	1101	746	771
LOC112268219	115	188	158	146
LOC105378593	11	22	20	7
LOC124903823	0	0	1	0
SKI	3714	3580	2979	2987
LOC124903824	49	360	246	66
MORN1	154	600	535	178
LOC100129534	24	142	106	45
RER1	1745	2260	1687	2266
PEX10	378	877	691	638
PLCH2	56	160	127	44
PANK4	1226	1778	1335	1182
HES5	0	1	3	1
TNFRSF14-AS1	4	7	7	3
TNFRSF14	5	8	9	4
LOC100996583	3	19	19	2
PRXL2B	833	781	630	1121
MMEL1	3	6	1	2
MMEL1-AS1	1	3	2	0
TTC34	11	39	32	5
LOC105378602	0	0	0	0
LOC105378601	0	0	0	0
LOC112268220	0	0	0	0
LOC107985732	0	0	0	0
LOC105378600	0	0	0	0
LOC105378598	0	0	0	0
LOC107984904	0	0	0	0
LOC105378599	0	0	0	0
LOC124903825	0	0	0	0
LOC124903826	0	0	0	0
ACTRT2	0	0	0	0
LOC124903827	2	2	2	2
PRDM16-DT	0	0	0	0
PRDM16	22	58	38	23
MIR4251	0	1	0	0
LOC105378606	0	0	0	0
LOC107984909	2	1	1	0
LOC105378605	0	0	0	0
LOC124903828	2	2	6	2
LOC105378604	2	8	9	1
ARHGEF16	762	908	667	1060
MEGF6	1560	3370	2724	1640
LOC105378608	11	11	14	9
MIR551A	5	3	1	3
TPRG1L	570	738	628	485
WRAP73	757	644	500	858
TP73	273	157	145	161
TP73-AS3	3	4	2	0
TP73-AS1	1911	2281	1811	1945
CCDC27	16	45	27	15
SMIM1	65	92	78	66
LRRC47	4767	3367	2519	5095
CEP104	1125	1317	1076	1136
LOC124903829	18	35	36	12
DFFB	340	295	267	489
C1orf174	1145	1169	927	1201
LINC01134	5	15	8	10
LINC01346	0	0	0	0
LINC01345	0	0	0	0
LINC01777	0	0	0	0
LOC105376674	0	0	0	0
LOC124904578	0	0	0	0
LINC01646	0	0	0	0
AJAP1	166	24	32	160
LINC02781	0	0	0	0
LOC124904589	0	0	0	0
LOC102724429	0	0	0	2
LINC02782	4	0	0	6
LOC105376682	0	0	1	3
LOC124904590	0	0	0	4
LOC107984911	0	0	0	0
LOC105376686	0	0	0	0
LOC124900451	0	0	0	0
LOC124903830	1	0	1	0
MIR4689	1	0	1	1
NPHP4	484	980	816	416
KCNAB2	505	335	237	274
LOC124903831	4	2	2	3
CHD5	95	20	23	88
RPL22	8244	12580	10665	7760
RNF207-AS1	5	5	7	8
RNF207	116	113	125	107
ICMT	6190	5409	4055	8346
ICMT-DT	99	49	38	129
HES3	154	1	0	218
GPR153	499	332	273	516
ACOT7	2871	965	644	3148
HES2	37	2	2	54
ESPN	903	137	110	487
MIR4252	0	0	0	1
TNFRSF25	239	402	347	297
PLEKHG5	1156	2313	1991	1210
NOL9	2957	3279	2581	4064
TAS1R1	11	28	16	2
LOC107984912	0	0	1	0
ZBTB48	420	811	610	549
KLHL21	1446	1521	1211	2104
LOC107984913	16	111	108	19
PHF13	1334	3273	2326	1661
THAP3	361	519	415	364
DNAJC11	2136	1405	1159	2294
LINC01672	0	0	0	0
LOC124904847	0	0	0	0
CAMTA1-DT	27	33	24	34
CAMTA1	1411	1639	1505	1146
LOC124903832	276	246	485	92
CAMTA1-AS3	0	0	2	0
LOC124900385	4	4	16	2
CAMTA1-AS2	2	0	3	1
CAMTA1-AS1	7	0	1	0
LOC105376691	0	0	1	0
LOC105376689	91	149	139	81
VAMP3	1454	2321	1936	1442
PER3	299	278	274	292
LOC124903833	4	2	7	5
UTS2	3	8	5	1
TNFRSF9	1	7	2	3
PARK7	4892	4960	3497	5622
LOC124903834	24	49	58	28
ERRFI1	1301	3496	2814	1231
ERRFI1-DT	4	23	15	3
LOC107984915	3	1	0	0
LINC01714	0	0	0	0
LOC105376695	0	0	0	0
LOC124903835	0	0	0	3
SLC45A1	15	11	2	17
RERE	2299	3464	3120	1580
RERE-AS1	13	31	34	5
SNORD128	2	4	12	4
LOC124900452	0	4	4	2
ENO1	129803	64410	49069	102066
MIR6728	7	1	2	6
ENO1-AS1	25	18	22	27
LOC112268261	0	1	0	0
CA6	0	0	1	0
SLC2A7	2	2	0	0
SLC2A5	2	0	0	3
LOC124900441	0	0	0	0
GPR157	308	191	174	203
MIR34AHG	673	251	323	577
MIR34A	0	0	0	0
LNCTAM34A	93	26	26	63
H6PD	792	3964	2747	510
LOC124903836	2	9	12	6
SPSB1	155	753	528	141
LINC02606	2	13	5	1
SLC25A33	786	702	535	929
TMEM201	1000	1146	880	1261
LOC124903837	6	6	5	13
PIK3CD	1190	1057	746	1112
LOC105376712	0	0	0	0
PIK3CD-AS1	3	0	2	3
PIK3CD-AS2	206	346	227	220
LOC124903839	6	7	5	8
CLSTN1	3646	7128	5504	3143
CTNNBIP1	1233	2761	1751	1151
LOC105376717	3	1	7	7
LOC124903838	11	16	20	12
LZIC	1058	2104	1781	1009
NMNAT1	315	608	456	256
TMEM274P	17	18	10	7
MIR5697	1	1	3	0
LOC124903840	0	0	1	0
RBP7	46	19	19	48
UBE4B	5351	5484	4118	5738
KIF1B	8912	8440	7238	6860
PGD	12175	9533	6552	12417
CENPS-CORT	6	7	6	6
CENPS	18	30	28	27
CORT	8	6	13	5
DFFA	6395	7650	7585	7579
PEX14	811	1026	710	843
CASZ1	290	141	98	320
LOC105376733	14	2	0	10
LOC105376735	0	0	0	0
C1orf127	8	3	3	6
TARDBP	2870	3421	3490	2865
MASP2	77	112	151	53
SRM	2764	1292	1098	2678
EXOSC10	2865	3941	3053	3630
EXOSC10-AS1	4	15	13	15
MTOR	9384	8960	6999	9382
MTOR-AS1	8	15	18	8
LOC124904848	0	4	5	0
ANGPTL7	23	28	57	10
UBIAD1	910	1378	1074	1258
LOC105376737	1	9	8	1
LOC105376739	2	1	3	2
LOC105376740	6	1	3	5
LOC124903841	1	1	2	0
DISP3	328	666	407	295
LOC124903842	31	7	5	42
LINC01647	0	8	1	5
FBXO2	517	254	157	607
FBXO44	721	651	466	794
FBXO6	89	203	169	123
MAD2L2	4210	2148	1566	5071
DRAXIN	1628	679	531	2253
AGTRAP	1344	1448	927	1372
C1orf167	41	26	36	31
C1orf167-AS1	3	3	6	4
MTHFR	674	959	690	732
CLCN6	884	1169	862	840
NPPA-AS1	7	7	9	3
NPPA	5	8	9	10
NPPB	1	291	224	1
RNU5E-1	57	147	138	38
LOC124903843	6	6	12	8
KIAA2013	2217	2491	1920	2608
PLOD1	1076	3048	2171	1002
MFN2	3379	4404	3413	4142
MIIP	956	1408	1075	1456
MIR6729	1	0	0	0
TNFRSF8	1322	20	9	1962
MIR7846	0	0	0	0
TNFRSF1B	194	151	100	189
LOC124903844	3	2	3	0
MIR4632	0	0	0	0
VPS13D	4055	3896	3882	2807
LOC124903845	6	17	18	3
SNORA59A	7	10	8	8
LINC02766	1	5	5	5
DHRS3	345	1074	1564	335
MIR6730	0	0	0	0
AADACL4	0	0	3	0
LOC124903846	30	0	0	65
AADACL3	24	0	0	40
LOC124904811	0	0	0	0
CFAP107	0	0	1	0
PRAMEF12	0	0	0	0
PRAMEF1	0	0	0	0
LINC01784	0	0	0	0
PRAMEF11	0	0	0	0
HNRNPCL1	6	2	4	5
PRAMEF2	0	0	0	0
PRAMEF4	0	0	0	0
PRAMEF10	0	0	0	0
PRAMEF7	0	0	0	0
PRAMEF6	0	0	0	0
PRAMEF27	0	0	0	0
HNRNPCL3	1	0	0	1
PRAMEF25	0	0	0	0
PRAMEF34P	0	0	0	0
HNRNPCL2	2	0	1	2
PRAMEF36P	0	0	0	0
PRAMEF26	0	0	0	0
HNRNPCL4	1	1	0	3
PRAMEF9	0	0	0	0
PRAMEF13	0	0	0	0
PRAMEF18	0	0	0	0
PRAMEF5	0	0	0	0
PRAMEF8	0	0	0	0
PRAMEF33	0	0	0	0
PRAMEF15	0	0	0	0
PRAMEF14	0	0	0	0
PRAMEF19	0	0	0	0
PRAMEF17	0	0	0	0
PRAMEF20	0	0	0	0
LRRC38	1	1	0	2
LOC102724856	0	0	0	1
LOC107984918	0	0	0	0
PDPN	1702	565	506	2846
LOC105378612	0	0	0	0
LOC105376756	0	0	0	0
LOC124900446	0	0	0	0
PRDM2	1124	2010	1916	1003
KAZN	431	1120	850	295
LOC107985467	13	6	19	4
LOC124903847	4	5	9	0
KAZN-AS1	0	1	0	3
LOC124903850	2	3	0	1
LOC105376759	2	8	12	0
LOC124903848	32	138	184	32
LOC107985469	1	2	12	2
LOC124903849	0	4	8	0
TMEM51-AS1	11	20	11	6
TMEM51	233	266	195	214
TMEM51-AS2	7	14	8	8
FHAD1	16	53	34	21
LOC124903853	0	0	0	2
LOC124903852	1	0	1	2
FHAD1-AS1	1	3	3	2
LOC124903851	2	1	0	0
EFHD2-AS1	5	9	7	2
EFHD2	555	703	413	679
CTRC	0	1	1	0
CELA2A	4	1	2	4
LOC105376767	3	2	1	1
CELA2B	12	12	21	4
CASP9	499	510	343	568
DNAJC16	1664	2618	2047	1566
SCARNA21B	7	2	2	2
AGMAT	324	131	122	441
LOC124903854	2	5	7	4
DDI2	2684	3377	3083	2897
RSC1A1	1	1	3	1
PLEKHM2	2174	2747	2172	2341
SLC25A34	13	51	39	32
SLC25A34-AS1	2	1	2	0
TMEM82	7	52	42	11
FBLIM1	2332	1962	1562	2963
UQCRHL	41	58	40	78
SPEN-AS1	266	434	331	237
SPEN	3907	4512	4610	2662
LOC124904815	0	3	2	0
ZBTB17	697	1021	696	798
LOC124903855	53	48	84	24
SRARP	7	68	40	8
HSPB7	42	203	209	41
CLCNKA	30	140	125	16
CLCNKB	56	490	392	94
FAM131C	15	37	39	11
EPHA2	3933	2998	2120	4343
EPHA2-AS1	90	134	83	73
ARHGEF19	1750	1241	1026	2008
ANO7L1	6	10	6	4
CPLANE2	57	204	121	76
FBXO42	1739	1632	1299	1300
SZRD1	2747	3000	2357	3448
SPATA21	26	33	37	18
NECAP2	1062	2214	1668	1355
LINC01772	60	97	99	25
CROCCP3	292	510	465	216
RNU1-1	9	60	42	13
TRN-GTT5-1	11	7	3	8
LINC01783	30	73	94	36
TRE-TTC4-1	0	0	0	0
LOC124903856	0	0	0	0
TRG-CCC1-1	40	42	46	44
NBPF1	272	1072	925	297
LOC124900584	739	1257	982	807
CROCCP2	278	464	361	252
MST1P2	230	1046	815	155
RNU1-3	0	1	2	0
LOC124903857	1	0	0	0
TRG-CCC4-1	26	27	46	13
ESPNP	35	17	31	14
LOC124903858	18	14	3	13
TRG-CCC5-1	49	11	22	49
LOC124903859	0	5	0	1
RNU1-4	2	5	2	1
MST1L	64	299	205	42
MIR3675	0	0	0	0
TRG-CCC1-2	27	13	17	16
LOC112267871	50	170	189	48
TRE-TTC3-1	0	0	0	0
LOC105376805	167	239	158	200
TRN-GTT4-1	5	3	5	0
RNU1-2	17	105	58	10
CROCC	3344	2465	2168	3157
MFAP2	1440	2279	1605	1819
LOC105376806	70	154	141	111
ATP13A2	3726	2315	1880	4143
SDHB	2169	1439	1054	2503
PADI2	231	33	22	157
LOC124903861	1	1	2	0
LOC105376808	0	0	0	0
LINC02783	1	0	0	1
PADI1	3	11	5	14
PADI3	51	28	27	78
MIR3972	0	0	1	0
PADI4	7	0	0	18
PADI6	1	3	0	4
RCC2	16416	10805	8906	23189
RCC2-AS1	0	0	0	0
LOC124903862	26	12	5	17
LOC124904837	0	0	0	0
ARHGEF10L	1389	2263	1624	1630
LINC02810	0	0	0	0
ACTL8	40	0	1	38
LOC105376809	0	0	0	0
LOC105376812	0	0	0	0
LINC01654	0	0	0	0
IGSF21	484	348	474	386
IGSF21-AS1	8	6	10	0
LOC124903864	3	0	8	1
LOC124903863	368	24	50	420
LOC124903865	19	10	10	15
KLHDC7A	516	28	10	852
PAX7	2	67	39	5
TAS1R2	2	0	0	0
ALDH4A1	1287	2028	1414	1393
MIR4695	0	0	1	0
MIR1290	1	1	2	0
LOC124903866	1	9	11	5
IFFO2	1309	837	622	1165
LOC105376815	0	1	1	1
UBR4	18673	13587	15357	11694
EMC1-AS1	32	53	44	29
EMC1	3264	5359	3937	3511
MRTO4	1864	1636	1370	3068
AKR7L	23	17	32	18
AKR7A3	26	39	40	19
LOC124903867	77	106	107	60
LOC100506730	133	239	215	97
AKR7A2	1253	2155	1549	1400
SLC66A1	540	757	599	899
CAPZB	3394	3564	2380	3119
LOC124903868	13	14	12	2
LOC124903869	6	10	11	2
LOC105376819	12	12	13	5
LOC105376818	0	0	1	1
LOC105376817	0	1	0	0
LOC124904816	0	0	0	0
MICOS10-DT	0	1	1	0
MICOS10-NBL1	0	0	0	0
MICOS10	874	549	331	974
RPS14P3	197	365	286	248
NBL1	3	1	1	11
HTR6	19	4	1	6
TMCO4	269	133	89	253
RNF186	0	0	0	0
LOC105376823	0	0	0	0
OTUD3	1604	1670	1703	1299
PLA2G2E	0	0	0	1
PLA2G2A	29	1	0	22
PLA2G5	2	0	0	3
PLA2G2D	0	0	0	0
PLA2G2F	0	1	0	1
LOC117779438	0	0	1	0
PLA2G2C	3	4	2	0
UBXN10	62	157	100	79
LOC105376825	0	1	0	0
LOC105376826	5	0	0	5
LINC01757	0	0	0	0
LOC105376828	0	0	0	0
VWA5B1	65	44	21	39
LOC124903870	3	5	1	3
LINC01141	1	0	0	0
LOC124903871	0	1	0	0
CAMK2N1	43	172	74	51
MUL1	784	1053	692	915
FAM43B	120	36	27	142
CDA	223	55	33	159
PINK1	486	371	220	680
MIR6084	0	0	0	0
PINK1-AS	118	191	141	122
DDOST	9679	14115	9752	10402
KIF17	440	425	389	406
SH2D5	346	127	96	417
HP1BP3	3041	8319	6572	3197
EIF4G3	5406	7915	6471	5715
LOC105376830	10	7	14	5
LOC105376829	10	9	22	6
MIR1256	4	8	7	0
ECE1	2414	9625	6177	2693
LOC124903872	9	38	29	7
ECE1-AS1	13	52	44	13
LOC105376832	0	0	0	0
NBPF3	341	558	417	335
ALPL	6449	2223	1501	6529
LINC02596	1	1	0	0
RAP1GAP	547	448	273	481
USP48	3906	2206	1748	3972
LDLRAD2	11	27	29	19
HSPG2	9660	12895	10794	6252
CELA3B	1	0	1	0
CELA3A	0	0	1	2
LINC01635	22	28	14	19
LINC00339	497	570	365	555
CDC42	7090	11077	8509	7983
WNT4	51	49	41	30
LOC105376845	0	1	1	2
LOC105376850	2	2	0	2
LOC107985377	0	0	0	0
MIR4418	0	0	0	0
LOC105376856	1	0	0	0
ZBTB40	2623	2605	2353	2986
EPHA8	220	29	17	173
MIR6127	0	0	0	0
C1QA	0	1	0	2
C1QC	0	0	0	0
C1QB	1	1	0	0
EPHB2	844	19730	12935	949
MIR4684	2	5	8	0
MIR4253	0	2	1	0
LOC124903874	1	30	32	1
LACTBL1	1	2	0	0
TEX46	1	2	2	1
KDM1A	16786	16398	12933	20280
MIR3115	3	2	2	3
LUZP1	3685	3982	3734	4395
HTR1D	42	45	36	42
LINC01355	119	205	399	54
HNRNPR	6326	12396	10947	7975
ZNF436	124	686	509	99
ZNF436-AS1	29	342	316	18
TCEA3	7	186	163	1
LOC124903875	20	27	18	21
ASAP3	2655	2777	1868	3202
E2F2	301	674	517	587
LOC101928163	9	18	5	10
LOC124903876	10	11	6	9
LOC105376859	58	78	52	42
ID3	4962	11705	8272	6487
LOC107984928	1	15	15	0
MDS2	1	1	1	0
RPL11	31246	48221	38161	30217
ELOA	2723	2804	2276	3561
ELOA-AS1	25	71	46	38
PITHD1	1770	2199	1658	2348
LOC105376860	19	10	12	10
LYPLA2	3015	2826	2148	4357
GALE	713	1119	923	1029
HMGCL	999	1370	949	609
LOC105376861	6	7	1	6
FUCA1	520	945	576	521
CNR2	2	1	2	0
MIR378F	0	0	0	0
LOC124903877	1	2	0	0
PNRC2	3109	6204	4635	4021
SRSF10	4676	6334	5849	6034
LOC105378615	0	1	0	0
LOC105376863	0	1	0	3
LOC107984931	0	0	0	0
MYOM3	7	29	13	14
MYOM3-AS1	0	0	0	0
LOC124903878	7	0	0	5
LOC105376864	9	1	1	5
IL22RA1	17	2	2	16
LOC124903879	348	374	245	402
IFNLR1	262	293	192	317
LINC02800	0	0	0	0
GRHL3-AS1	1	46	14	3
GRHL3	46	46	26	27
STPG1	226	376	248	199
NIPAL3	482	922	649	596
RCAN3AS	3	3	3	2
RCAN3	963	1259	1049	1093
NCMAP-DT	1	0	0	0
NCMAP	16	8	3	12
SRRM1	5823	5421	5167	4677
LOC124904829	2	3	3	8
CLIC4	11815	10175	8773	11260
LOC105376876	0	0	0	0
RUNX3	92	13	6	22
MIR6731	1	0	0	0
RUNX3-AS1	4	1	2	2
MIR4425	0	0	0	0
LINC02793	0	1	1	0
LOC124903880	0	0	0	0
SYF2	1128	1528	1058	1298
LOC124903881	23	59	47	28
RSRP1	1121	1734	1521	1114
LOC105376882	0	0	0	1
RHD	22	24	25	13
TMEM50A	1816	2944	2152	2138
LOC124904823	1	1	5	2
RHCE	15	33	44	2
MACO1	735	1472	1145	1066
LDLRAP1	561	586	394	823
MAN1C1	412	108	69	359
SELENON	3460	4153	2867	3117
MTFR1L	447	1082	793	489
LOC646471	60	167	130	56
AUNIP	929	782	755	1069
PAQR7	447	745	593	472
STMN1	10656	20247	15756	13020
MIR3917	0	0	0	0
LOC105376885	1	5	4	1
PAFAH2	494	1123	803	563
LOC124900433	0	0	0	0
EXTL1	69	244	184	72
SLC30A2	12	39	32	8
LOC105376910	0	1	0	0
TRIM63	1	3	3	0
PDIK1L	297	702	595	279
FAM110D	35	171	99	53
C1orf232	3	11	7	3
ZNF593OS	20	36	34	28
ZNF593	173	165	120	187
CNKSR1	264	542	438	289
CATSPER4	15	11	14	18
LOC124903882	4	4	0	5
ZPLD2P	46	10	6	56
CEP85	2504	2734	2139	2840
SH3BGRL3	1286	1422	900	860
UBXN11	133	411	335	171
CD52	29	20	14	40
CRYBG2	450	250	168	498
ZNF683	1	2	0	3
LIN28A	73202	64723	45918	82007
LOC124903883	16	24	9	14
DHDDS	959	1416	1118	1231
DHDDS-AS1	11	46	29	13
HMGN2	5688	11078	7656	7170
LOC124903884	22	34	22	23
RPS6KA1	2970	1681	1252	3327
MIR1976	1	0	0	0
LOC124904769	0	0	0	0
LOC124904813	0	0	0	0
LOC105376888	1	3	1	0
LOC124900417	40	125	87	46
LOC101928728	0	0	0	0
ARID1A	6074	9195	8863	4914
PIGV	522	948	622	499
ZDHHC18	1382	2160	1651	1634
SFN	200	31	12	191
GPN2	936	1109	747	1048
GPATCH3	362	432	339	415
NUDC	4212	3030	2553	4836
NR0B2	0	1	1	3
KDF1	643	434	311	762
OSTCP2	5	4	2	2
TRNP1	948	138	78	1298
TENT5B	2630	281	222	3704
LOC101928391	70	9	11	59
SLC9A1	399	548	436	317
LOC102723760	0	0	0	0
WDTC1-DT	2	0	1	0
WDTC1	1371	2922	2040	1484
TMEM222	481	998	713	629
ACTG1P20	80	152	138	78
SYTL1	380	553	425	311
MAP3K6	366	510	381	432
FCN3	18	23	31	10
CD164L2	77	33	13	65
GPR3	302	78	53	336
WASF2	3941	3210	2704	2671
LOC105376892	2	21	17	2
AHDC1	1333	3435	2608	1144
FGR	24	3	1	11
LINC02574	0	1	1	0
IFI6	97	118	65	114
FAM76A	560	621	497	597
STX12	400	979	890	376
LOC124903885	7	19	10	10
PPP1R8	1627	2697	2095	2003
SCARNA1	24	33	56	16
THEMIS2	505	272	181	627
RPA2	1569	2630	2102	2415
SMPDL3B	1011	274	174	1418
XKR8	719	713	476	787
EYA3	2340	2657	2228	2519
PTAFR	209	41	30	241
DNAJC8	4326	5011	3489	4965
ATP5IF1	2517	2719	1871	3191
SESN2	1403	874	735	1746
MED18	521	672	455	522
PHACTR4	2095	2173	1906	1886
SNHG3	3816	1867	1753	3698
RCC1	4110	3475	2773	4169
SNORA73A	6031	7646	9663	4083
SNORA73B	3031	3693	5944	1821
LOC124904836	19	20	19	17
TRNAU1AP	548	1191	920	706
SNHG12	852	495	420	1014
SNORD99	40	17	16	55
SNORA61	0	0	0	0
SNORA44	1	1	1	4
SNORA16A	223	132	129	245
RAB42	201	145	132	305
TAF12	750	989	801	823
TAF12-DT	17	63	52	18
RNU11	0	0	0	0
GMEB1	1670	1523	1128	1597
LOC124904809	2	3	1	3
YTHDF2	5555	6104	4700	6395
OPRD1	149	67	96	198
EPB41	5873	5517	4152	6322
LOC124903886	7	4	8	1
TMEM200B	281	950	746	461
SRSF4	4768	4662	4193	3937
MECR	898	1071	861	869
LOC124903887	28	19	29	16
PTPRU	3313	3439	2481	2785
LINC01756	4	7	4	2
LOC107984933	1	19	6	0
LOC107984934	0	3	3	0
LINC01648	0	2	0	0
LOC105378617	0	0	0	1
LOC105378618	0	0	0	0
LOC124903888	0	0	0	0
MATN1	7	4	9	6
MATN1-AS1	12	9	11	3
LAPTM5	12	56	85	12
MIR4420	0	0	0	0
LOC105378620	4	3	2	3
LOC105378621	0	1	0	1
LINC01778	0	1	0	0
LOC400748	2	0	0	0
SDC3	1713	3244	2461	1677
PUM1	8592	11711	10134	8126
SNORD103A	0	0	0	0
SNORD103B	14	19	12	12
SNORD103C	12	15	21	18
LOC124904579	1	0	0	0
LOC107984935	12	17	9	7
NKAIN1	1432	334	367	1485
SNRNP40	3616	3812	2871	4596
ZCCHC17	1694	1808	1288	2371
FABP3	481	210	154	386
LOC124903892	4	12	6	6
LOC105378623	0	0	0	0
SERINC2	595	296	204	609
LOC124903900	11	7	5	20
LOC105378625	4	0	0	1
LOC105379772	0	0	0	0
LDC1P	1	1	0	0
LINC01226	2	0	0	1
LOC124903917	2	2	0	0
LOC105378626	2	4	5	6
TINAGL1	335	82	74	295
HCRTR1	38	73	77	33
PEF1	699	1345	1012	981
PEF1-AS1	12	6	21	17
COL16A1	566	998	983	761
LOC101929444	25	33	36	20
ADGRB2	1175	1544	1316	1219
MIR4254	0	0	0	0
LOC124903930	2	3	4	3
SPOCD1	48	75	74	35
PTP4A2	5663	7623	6238	6512
LOC128031832	0	0	0	0
KHDRBS1	7986	9396	7712	6431
TMEM39B	451	485	413	469
MIR5585	3	0	2	1
KPNA6	9088	8543	6688	10003
TXLNA	2113	2298	1780	2348
CCDC28B	444	608	423	348
IQCC	105	265	233	100
DCDC2B	20	75	57	16
TMEM234	196	532	368	251
EIF3I	8573	8063	5558	9898
MTMR9LP	239	556	404	248
FAM167B	44	47	52	50
LCK	2332	137	81	2548
HDAC1	3581	8373	5996	4172
MARCKSL1	9894	11159	7332	12691
LOC124903949	17	55	30	14
LOC105378629	1	7	5	1
LOC124903933	120	135	111	67
FAM229A	32	60	58	35
TSSK3	46	102	101	62
BSDC1	1532	2757	2039	2183
ZBTB8B	536	1029	936	593
ZBTB8A	745	1457	1359	733
LOC124903952	5	13	10	4
LOC102723870	22	37	22	24
ZBTB8OS	771	819	681	990
RBBP4	8079	14804	11100	8446
SYNC	4	9	4	8
KIAA1522	2415	2138	1348	2426
YARS1	10647	5099	3678	12024
S100PBP	2436	3451	2551	2547
FNDC5	45	438	184	48
LOC105378631	11	0	7	2
HPCA	25	20	33	13
TMEM54	143	943	639	122
LOC105378632	0	8	4	1
RNF19B	945	802	496	848
LOC107984936	3	2	0	2
AK2	4478	3392	2757	4253
LOC124903969	0	0	0	0
LOC105378635	1	6	7	2
AZIN2	73	220	122	63
ZNF362	672	1531	988	810
TRIM62	377	246	134	422
A3GALT2	1	5	5	0
PHC2	484	4006	2670	495
MIR3605	1	5	5	2
PHC2-AS1	2	27	24	1
ZSCAN20	656	833	640	377
CSMD2	717	95	75	611
LOC124903976	15	0	0	5
HMGB4	5	0	0	2
CSMD2-AS1	8	0	0	5
C1orf94	113	5	5	155
LOC105378639	0	0	0	0
LOC105378641	0	0	0	0
MIR552	0	0	0	0
LOC105378642	2	1	1	0
GJB5	10	5	1	9
GJB4	6	19	9	12
GJB3	32	7	3	27
GJA4	15	89	49	25
SMIM12	912	1081	882	1259
DLGAP3	228	104	91	362
GPR199P	23	98	75	34
TMEM35B	185	558	400	208
ZMYM6	624	783	644	680
LOC124903990	1	3	2	2
ZMYM1	2360	2834	2545	2311
LOC105378644	7	2	1	2
SFPQ	14635	30601	32736	24902
ZMYM4	7048	8440	6568	7045
LOC124900419	3	0	2	0
ZMYM4-AS1	10	4	10	1
